"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1297952","Patricia  Jablonski","","","","Managing the Copy-and-paste Programming Practice in Modern IDEs","933--934","","2","Java, abstract syntax tree, code clone, code management, copy-and-paste programming, error detection, intent inference","10.1145/1297846.1297952","","","","","","","2007","","Companion to the 22Nd ACM SIGPLAN Conference on Object-oriented Programming Systems and Applications Companion","OOPSLA '07","","978-1-59593-865-7","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","1958852","Sili  Zhao and Du  Li and Tun  Lu and Ning  Gu","","","","Back to the Future: A Hybrid Approach to Transparent Sharing of Video Games over the Internet in Real Time","187--196","","10","collaboration transparency, collaborative systems, consistency control, network latency, real time, video games","10.1145/1958824.1958852","","","","","","","2011","","Proceedings of the ACM 2011 Conference on Computer Supported Cooperative Work","CSCW '11","","978-1-4503-0556-3","Hangzhou, China","ACM","New York, NY, USA"
"article","2840724","John  Narayan and Sandeep K. Shukla and T. Charles Clancy","","","","A Survey of Automatic Protocol Reverse Engineering Tools","40:1--40:26","40","26","Protocol reverse engineering, communication security","10.1145/2840724","ACM Comput. Surv.","February 2016","48","3","","December","2015","0360-0300","","","","","","ACM","New York, NY, USA"
"article","2818607","Sharanjeet Kaur Sandhu and Anupam  Agarwal","","","","Summarizing Videos by Key Frame Extraction Using SSIM and Other Visual Features","209--213","","5","Correlation measure, Key frame extraction, SSIM, histogram measure, moment measure","10.1145/2818567.2818607","","","","","","","2015","","Proceedings of the Sixth International Conference on Computer and Communication Technology 2015","ICCCT '15","","978-1-4503-3552-2","Allahabad, India","ACM","New York, NY, USA"
"article","2810367","Emma  Fitzgerald and Saeed  Bastani and Bjorn  Landfeldt","","","","Intention Sharing for Medium Access Control in Wireless LANs","21--30","","10","802.11, CSMA, MAC, WLAN, co-operative scheduling","10.1145/2810362.2810367","","","","","","","2015","","Proceedings of the 13th ACM International Symposium on Mobility Management and Wireless Access","MobiWac '15","","978-1-4503-3758-8","Cancun, Mexico","ACM","New York, NY, USA"
"article","782238","Santanu  Paul","","","","Modeling and Querying Software Repositories","53--","","","","","","","","","","","1994","","Proceedings of the 1994 Conference of the Centre for Advanced Studies on Collaborative Research","CASCON '94","","","Toronto, Ontario, Canada","IBM Press",""
"article","874538","D.  Pandini and L.  Pileggi and A.  Strojwas","","","","Congestion-Aware Logic Synthesis","664--","","","","","","","","","","","2002","","Proceedings of the Conference on Design, Automation and Test in Europe","DATE '02","","0-7695-1471-5","","IEEE Computer Society","Washington, DC, USA"
"article","1180384","Terry  Fleury and Jim  Basney and Von  Welch","","","","Single Sign-on for Java Web Start Applications Using Myproxy","95--102","","8","grid portals, session passwords, single sign-on","10.1145/1180367.1180384","","","","","","","2006","","Proceedings of the 3rd ACM Workshop on Secure Web Services","SWS '06","","1-59593-546-0","Alexandria, Virginia, USA","ACM","New York, NY, USA"
"article","3017482","Luciana Corts Mendes","","","","Enhancing Lives Through Information and Technology: Watson Davis's Project for Information Organisation and Dissemination","35:1--35:7","35","7","Watson Davis, foundations of information science, history of information science, special libraries and documentation movement","","","","","","","","2016","","Proceedings of the 79th ASIS&T Annual Meeting: Creating Knowledge, Enhancing Lives Through Information & Technology","ASIST '16","","","Copenhagen, Denmark","American Society for Information Science","Silver Springs, MD, USA"
"article","2504795","Hannah  Pettit and Kendall  Wylie","","","","It's Alive! It's Alive! We'Ve Created a Monster!: Implementing a New Test Scanning System at VCU","61--64","","4","communications, grading, implementation, marketing, project management, remark OMR, scantron, system development, training","10.1145/2504776.2504795","","","","","","","2013","","Proceedings of the 41st Annual ACM SIGUCCS Conference on User Services","SIGUCCS '13","","978-1-4503-2318-5","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","1138284","Suzanne  Pellican and Matt  Homier","","","","Customer Driven Innovation: Quicken&Reg; Rental Property Manager","","42","","advanced prototypes, analysis, architecture, business case, business strategy, concept design, concept evaluation, concept generation, concepts, conceptual model, customer interviews, customer-driven innovation, customer-focus, design planning, desktop software, detailed design, experience strategy, focus groups, generative research, interaction design, interdisciplinary design, launch and learn, macromedia flash, marketing / market research, office, organizational culture, organizational planning, participatory design, performance metrics, personal finance, pilot testing, polish, process, process improvement, product design, product management, prototyping, simple, tax, trade-offs, usability research, user experience, user feedback, user interface design, user research, user studies, user types, user-centered design / human-centered design, version 1.0, visual design","","","","","","","","2005","","Proceedings of the 2005 Conference on Designing for User eXperience","DUX '05","","1-59593-250-X","San Francisco, California, USA","AIGA: American Institute of Graphic Arts","New York, NY, USA"
"article","1266367","Tohru  Furuyama","","","","Keynote Address: Challenges of Digital Consumer and Mobile SoC's: More Moore Possible?","1--1","","1","","","","","","","","","2007","","Proceedings of the Conference on Design, Automation and Test in Europe","DATE '07","","978-3-9810801-2-4","Nice, France","EDA Consortium","San Jose, CA, USA"
"article","1878667","Qi  Liu and Gabriel  Wainer","","","","Accelerating Large-scale DEVS-based Simulation on the Cell Processor","124:1--124:8","124","8","DEVS, cell processor, cell-DEVS, discrete event simulation, multicore computing, parallel simulation","10.1145/1878537.1878667","","","","","","","2010","","Proceedings of the 2010 Spring Simulation Multiconference","SpringSim '10","","978-1-4503-0069-8","Orlando, Florida","Society for Computer Simulation International","San Diego, CA, USA"
"article","2746195","Aron  Laszka and Yevgeniy  Vorobeychik and Xenofon  Koutsoukos","","","","Integrity Assurance in Resource-bounded Systems Through Stochastic Message Authentication","1:1--1:12","1","12","economics of security, game theory, message authentication","10.1145/2746194.2746195","","","","","","","2015","","Proceedings of the 2015 Symposium and Bootcamp on the Science of Security","HotSoS '15","","978-1-4503-3376-4","Urbana, Illinois","ACM","New York, NY, USA"
"article","962412","Scott R. Tilley","","","","Documenting-in-the-large vs. Documenting-in-the-small","1083--1090","","8","documenting-in-the-large, reverse engineering, software evolution","","","","","","","","1993","","Proceedings of the 1993 Conference of the Centre for Advanced Studies on Collaborative Research: Distributed Computing - Volume 2","CASCON '93","","","Toronto, Ontario, Canada","IBM Press",""
"article","1985854","Friedrich  Steimann and Fabian Urs Stolz","","","","Refactoring to Role Objects","441--450","","10","delegation, object schizophrenia, refactoring to patterns, roles","10.1145/1985793.1985854","","","","","","","2011","","Proceedings of the 33rd International Conference on Software Engineering","ICSE '11","","978-1-4503-0445-0","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","1292524","L&#225;szl&#243;  L&#246;vei and Zolt&#225;n  Horv&#225;th and Tam&#225;s  Kozsik and Roland  Kir&#225;ly","","","","Introducing Records by Refactoring","18--28","","11","erlang, records, refactoring","10.1145/1292520.1292524","","","","","","","2007","","Proceedings of the 2007 SIGPLAN Workshop on ERLANG Workshop","ERLANG '07","","978-1-59593-675-2","Freiburg, Germany","ACM","New York, NY, USA"
"article","304568","Matthias  Jarke and Christoph  Quix and Guido  Blees and Dirk  Lehmann and Gunter  Michalk and Stefan  Stierl","","","","Improving OLTP Data Quality Using Data Warehouse Mechanisms","536--537","","2","","10.1145/304181.304568","SIGMOD Rec.","June 1999","28","2","","June","1999","0163-5808","","","","","","ACM","New York, NY, USA"
"article","304568","Matthias  Jarke and Christoph  Quix and Guido  Blees and Dirk  Lehmann and Gunter  Michalk and Stefan  Stierl","","","","Improving OLTP Data Quality Using Data Warehouse Mechanisms","536--537","","2","","10.1145/304182.304568","","","","","","","1999","","Proceedings of the 1999 ACM SIGMOD International Conference on Management of Data","SIGMOD '99","","1-58113-084-8","Philadelphia, Pennsylvania, USA","ACM","New York, NY, USA"
"article","1864437","Matti  Etel&#228;per&#228; and Kari  Kein&#228;nen and Jussi  Kiljander and Pasi  Hyttinen and Vesa  Pehkonen and Janne  V&#228;re and Juha-Pekka  Soininen","","","","Open-M3: Smart Space with COTS Devices","363--364","","2","cots, middleware, smart spaces","10.1145/1864431.1864437","","","","","","","2010","","Proceedings of the 12th ACM International Conference Adjunct Papers on Ubiquitous Computing - Adjunct","UbiComp '10 Adjunct","","978-1-4503-0283-8","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","1655111","Jan-Erik  Ekberg and Sven  Bugiel","","","","Trust in a Small Package: Minimized MRTM Software Implementation for Mobile Secure Environments","9--18","","10","mobile phones, mobile trusted module, platform security, secure hardware, trusted computing","10.1145/1655108.1655111","","","","","","","2009","","Proceedings of the 2009 ACM Workshop on Scalable Trusted Computing","STC '09","","978-1-60558-788-2","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","1083267","Anna  Persson and Henrik  Gustavsson and Brian  Lings and Bj&#246;rn  Lundell and Anders  Mattsson and Ulf  &#196;rlig","","","","OSS Tools in a Heterogeneous Environment for Embedded Systems Modelling: An Analysis of Adoptions of XMI","1--4","","4","XMI, embedded systems modelling, heterogeneous tool environment, model interchange, open standards","10.1145/1082983.1083267","SIGSOFT Softw. Eng. Notes","July 2005","30","4","","May","2005","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1083267","Anna  Persson and Henrik  Gustavsson and Brian  Lings and Bj&#246;rn  Lundell and Anders  Mattsson and Ulf  &#196;rlig","","","","OSS Tools in a Heterogeneous Environment for Embedded Systems Modelling: An Analysis of Adoptions of XMI","1--4","","4","XMI, embedded systems modelling, heterogeneous tool environment, model interchange, open standards","10.1145/1082983.1083267","","","","","","","2005","","Proceedings of the Fifth Workshop on Open Source Software Engineering","5-WOSSE","","1-59593-127-9","St. Louis, Missouri","ACM","New York, NY, USA"
"article","1961271","C&#233;sar  Pardo and Francisco J. Pino and F&#233;lix  Garc&#237;a and Mario  Piattini and Maria Teresa Baldassarre","","","","A Process for Driving the Harmonization of Models","51--54","","4","SPI, experience report, harmonization, improvement process, multi-model","10.1145/1961258.1961271","","","","","","","2010","","Proceedings of the 11th International Conference on Product Focused Software","PROFES '10","","978-1-4503-0281-4","Limerick, Ireland","ACM","New York, NY, USA"
"article","286968","Frank  Olken and Hans-Arno  Jacobsen and Chuck  McParland and Mary Ann  Piette and Mary F. Anderson","","","","Object Lessons Learned from a Distributed System for Remote Building Monitoring and Operation","284--295","","12","","10.1145/286942.286968","SIGPLAN Not.","Oct. 1998","33","10","","October","1998","0362-1340","","","","","","ACM","New York, NY, USA"
"article","286968","Frank  Olken and Hans-Arno  Jacobsen and Chuck  McParland and Mary Ann  Piette and Mary F. Anderson","","","","Object Lessons Learned from a Distributed System for Remote Building Monitoring and Operation","284--295","","12","","10.1145/286936.286968","","","","","","","1998","","Proceedings of the 13th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '98","","1-58113-005-8","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","1542467","Thomas  Heinz and Reinhard  Wilhelm","","","","Towards Device Emulation Code Generation","109--118","","10","binary translation, bit vector arithmetic, code generation, device emulation, satisfiability modulo theories","10.1145/1543136.1542467","SIGPLAN Not.","July 2009","44","7","","June","2009","0362-1340","","","","","","ACM","New York, NY, USA"
